filenameNumber,labile,moleculeID,smiles,containsAromaticSystem,labileProtonType,solvent,solventShift,machineFrequency
788,1,dmtDPBTHchcHhhmDVFBBI@@,C1(=CC(=C(O)C(=C1)Cl)Cl)(C=O),1,OH,CDCl3,7.26,250.131544655141
790,1,fhqQPBHL@`soPeGYEMEDeMEFKSPPTLt@@@,C=1(NC(=O)C)(C(=CC=CC=1(C(=O)OC))[N+](=O)[O-]),1,NH,CDCl3,7.26,250.131544655141
799,1,difH@BCHhhdVz@``@@,N1(=C(C(O)=CC=C1C)C),1,OH,DMSO,2.5,250.131544655141
806,1,f`aQC@N^lBPQHXdLbdLTRRTtmUPPQM`@@,C1(C(F)(F)F)(=C(NC(=O)C)C=CC(C#N)=C1),1,NH,DMSO,2.5,250.131544655141
807,1,dk^D@JCTiWYVJeNjh@b@@,N2(C1(=CC(O)=CC=C1))(CCOCC2),1,OH,CDCl3,7.26,250.131544655141
813,1,die@@@{IDeBbh@J`@@,N1(=CC(CNC)=CC=C1),1,NH,CDCl3,7.26,250.131544655141
814,1,foAPRBBVxHs`QAIEvQQQJIEQLejtDCELd@@,C1(=C(Cl)C=C2(C(=C1)C(NC2=O)=O))([N+](=O)[O-]),1,NH,DMSO,2.5,250.131544655141
817,1,deU@@@iIYg~G``H@@,N#CC1(=C(C=C(C=C1)C)N),1,NH2,CDCl3,7.26,250.131544655141
827,1,dg]HpAl`dDdLdLbdJbbrr{UPPE`@@,C(OC=1(C(=CC=C(C#N)C=1)N))(F)(F)F,1,NH2,CDCl3,7.26,250.131544655141
828,1,dmtD`ITHaIfWyn`HI`@@,C(C=1(C=C(Cl)C(=CC=1)C))(=O)O,1,OH,DMSO,2.5,250.131544655141
832,1,dcND@MADfVulYZ`@h@@,C(C=1(C=C(C)C(=CC=1)N))(=O)OC,1,NH2,DMSO,2.5,250.131544655141
837,1,devH@DAIeURhYZh@@@@,N1(C(CC=2(C1=CC=CC=2))=O),1,NH,DMSO,2.5,250.131544655141
838,1,dknBaEx]LIAYOlbbbTRlZXHFI`@@,[N+](C=1(C=C(F)C(=CC=1)C(=O)O))([O-])=O,1,OH,DMSO,2.5,250.131544655141
839,1,f`qQb@L^`bp@cIICEDdebjqgKUAPQP@@,S(N1(CCOCC1))(C2(=CC=C(C=C2)N))(=O)=O,1,NH2,DMSO,2.5,250.131544655141
841,1,dmtD`ITHaIe[zf`@i`@@,C1(C(=O)O)(=C(C=C(C=C1)Cl)C),1,OH,DMSO,2.5,250.131544655141
842,1,deV@`IBHRYe}n`HJ@@,C1(=C(C=CC(=C1)CN)C)(Cl),1,NH2,CDCl3,7.26,250.131544655141
846,1,deWD`LhXP@cIIKDmpkTmP@@,N1(C=NC(S(N)(=O)=O)=C1)(C),1,NH2,DMSO,2.5,250.131544655141
849,1,dk]H@HxDiY^upmNej@B@@,O1(C(=C(N)C(=N1)C2(=CC=CC=C2))C),1,NH2,CDCl3,7.26,250.131544655141
857,1,foAHB@NBtxDQdTRVTRaUFJM@ATsY@@@,N1(C(=C(C#N)C=N1)N)(C=2(C=CC(=CC=2)Cl)),1,NH2,DMSO,2.5,250.131544655141
861,1,f`q`b@LV\@HRfYYUnQm^h@H@X@@@,C1(=C(C(=O)O)C=CC=N1)(SC=2(C=CC=CC=2)),1,OH,DMSO,2.5,250.131544655141
863,1,dmuHpJyPdDdLdLbdLTQzZjZi@@,N1(C(C(F)(F)F)=CC(O)=N1)(C),1,OH,CDCl3,7.26,250.131544655141
871,1,deWDaDiadLRigdfVVIjZid@@,[N+](C=1(N=C(NC=1Br)C))([O-])=O,1,NH,DMSO,2.5,250.131544655141
874,1,fly@b@LFAbIK\kJttJUL@EUUP@@,C1(=C(C(C(C)(C)C)=CC(=C1)C(=O)CBr)O)(C(C)(C)C),1,OH,CDCl3,7.26,250.131544655141
877,1,dcm@`DxLSHheEDcPkl@D@@@@,N1(=C(C2(=CC=CC=C2(C=C1N)))Br),1,NH2,CDCl3,7.26,250.131544655141
878,1,dcmH`DIPbDfVUVngYhHD`@@,N=1(NC(=O)C=2(C(C=1Cl)=CC=CC=2)),1,NH,DMSO,2.5,250.131544655141
879,1,dmM@@@qJYuVfeP`@@@@,N=1(C(=CC=2(C(C=1)=CC=CC=2))N),1,NH2,DMSO,2.5,250.131544655141
887,1,dmM@@@qJYm^neP`@@@@,N1(=C(N)C=CC=2(C1=CC=CC=2)),1,NH2,DMSO,2.5,250.131544655141
891,1,dg|D`MLLQIfV[eiVx@HA`@@,C2(C(=O)O)(=C1(C(Br)=CC=CC1=CC=C2)),1,OH,DMSO,2.5,250.131544655141
896,1,fgA@`@@HR[ZUYeiQeVZjjjjlBddi@@,C12(CC(=O)O)(CC3(CC(C1)CC(C2)C3)),0,OH,DMSO,2.5,250.131544655141
897,1,dewH@HS`ReUgBFZViZ@@,C=1(N)(C=2(C(C=CC=1)=NON=2)),1,NH2,CDCl3,7.26,250.131544655141
904,1,dk\L@@PdfyVux]Mjj@BHp`@,O1(C(C(=O)O)CCC=2(C1=CC=CC=2)),1,OH,DMSO,2.5,250.131544655141
913,1,dmvH`EdHaIYVyah@a`@@,C(C=1(C=C(CCl)C=CC=1))(=O)N,1,NH2,DMSO,2.5,250.131544655141
916,1,fhiaa@IZ|DDQrHrJJIQRjYQ`mF`Haiib@@,O1(C(C)=C(C(=N1)C2(=C(C=CC=C2Cl)Cl))C(O)=O),1,OH,DMSO,2.5,250.131544655141
919,1,dcMD`LHY@HrQQEJYYULtuP@@,N1(=C(SC=C1CC(=O)OCC)N),1,NH2,CDCl3,7.26,250.131544655141
924,1,daEH@HHDiY|jfZ`@,O1(C(=C(C(C)=N1)C)N),1,NH2,DMSO,2.5,250.131544655141
929,1,dcLL`B{PkDfYy]a``bd@@,C1(=C(C=C(C=C1OC)C=O)I)(O),1,OH,CDCl3,7.26,250.131544655141
930,1,didH`ABHrJIJFf`@h@@,C=1(C(Cl)=CC=CC=1CO),1,OH,CDCl3,7.26,250.131544655141
933,1,didH`ABHRYWZZ@B`@@,C1(Cl)(=CC=C(C=C1)CO),1,OH,CDCl3,7.26,250.131544655141
934,1,deTHPICDZHRYV^n`BJ@@,C=1(C(=C(C)C=C(C=1)Br)O)(Cl),1,OH,CDCl3,7.26,250.131544655141
938,1,dmvD`FxPBLdTRTQrjYfj@@,S1(C(=C(N)C(C)=C1)C(=O)OC),1,NH2,CDCl3,7.26,250.131544655141
940,1,gGX@@dluUEP@,NCC(CC)C,0,NH2,CDCl3,7.26,250.131544655141
946,1,dcLDPEtIAiCHhdhbiWPAEL@@,C=1(CC(=O)O)(C=C(F)C=C(C=1)F),1,OH,DMSO,2.5,250.131544655141
950,1,dev@@@RYUTjFZj@@@@,C1(C(CC2(=C1C=CC=C2))N),1,NH2,CDCl3,7.26,250.131544655141
955,1,deTL`FxPBLdTRTnUSLu@@,S1(C=CC(O)=C1(C(=O)OC)),1,OH,CDCl3,7.26,250.131544655141
970,1,dk]@@@OIHhddXVzUjB`J`@@,C2(=CC(=CC(N1(CCCC1))=C2)CN),1,NH2,CDCl3,7.26,250.131544655141
971,1,gOu@LQdbbNmLt@@,O1(C(=NC(=C1)C)N),1,NH2,CDCl3,7.26,250.131544655141
972,1,dclD`Et@aJYU^rnf`Pah@@,S1(C=2(C=CC=CC=2(C(=C1)C(O)=O))),1,OH,DMSO,2.5,250.131544655141
973,1,fgA`B@A@qDfUmmZLEHuh@J@@`@@,C2(=CC(=CC=1(C3(=C(NC=12)C=CC=C3)))Br),1,NH,DMSO,2.5,250.131544655141
974,1,dmtLPJePqDBDfVwbZfjfP@,S1(C(=C(OC)C(C(O)=O)=C1)Br),1,OH,DMSO,2.5,250.131544655141
975,1,daGDAHI`RISdfyVyjZP@,C=1(NN=CC=1)([N+]([O-])=O),1,NH,DMSO,2.5,250.131544655141
984,1,fhiP`@JA@IJUuVYTeG^jjj@`h@@,C=2(OCCN1(CCOCC1))(C(=CC=CC=2)CN),1,NH2,CDCl3,7.26,250.131544655141
986,1,dk]@@@eJUnyr[S@HB@@@@,C1(=C(N)C=CC=C1)(C=2(C=NC=CC=2)),1,NH2,CDCl3,7.26,250.131544655141
990,1,dclB`FxY@HrQQIQHyR{SLuU@@,S2(C(C(=O)O)=C1(C(OCCO1)=C2)),1,OH,DMSO,2.5,250.131544655141
994,1,dg}D@JxKRe]eWJevjh@J`@@,C2(=C(N1(CCOCC1))N=CC=C2(CO)),1,OH,CDCl3,7.26,250.131544655141
996,1,foAP`@BL@aInU^UYrsfff`@`@@,C=1(C=CC(=CC=1)C=2(N(N=C(C=2)C(O)=O)C)),1,OH,DMSO,2.5,250.131544655141
1012,1,foAp`@EZ\AFQSQIPjI\EYsP@URd@@,N2(CC=1(C=C(C(O)=O)C=CC=1))(N=CN=C2),1,OH,DMSO,2.5,250.131544655141
1013,1,dg}D`FD{@HrQQJFHjEPkTluSR@@,N2(N=C(C=C2(C1(=CC=CS1)))C(O)=O)(C),1,OH,DMSO,2.5,250.131544655141
1017,1,dg|L@@QTfyWY^D{Z@Bfa@@,C2(C=1(C=CC(C(=O)O)=CC=1))(=CC=CO2),1,OH,DMSO,2.5,250.131544655141
1021,1,dg}L@BXDUInU^UnNvffijP@,O1(C(=CC=C1)C2(=CC(=NN2C)C(O)=O)),1,OH,DMSO,2.5,250.131544655141
1027,1,dco@@@qTie_WJxViejh@@,C=1(C(=CN2(C=CN=C2(C=1)))CNC),1,NH,CDCl3,7.26,250.131544655141
1028,1,dcnH@MCIEDhTlURmR`AP@@,C2(C=1(C=CC(N)=CC=1))(=CC=CO2),1,NH2,CDCl3,7.26,250.131544655141
1032,1,foAP@@@VRfV]}ZBUhH@@J`@@,C=2(C=CC(C1(=CC=C(C=C1)CNC))=NC=2),1,NH,CDCl3,7.26,250.131544655141
1035,1,dk^D@EADfyVuxUuh@JX`@,C=1(C=CC=2(N(C=CC=2(C=1))C))(C(=O)O),1,OH,DMSO,2.5,250.131544655141
1051,1,dgH@IVprIQIPjIMqwP@URd@@,N2(CC=1(C=C(CO)C=CC=1))(N=CN=C2),1,OH,CDCl3,7.26,250.131544655141
1054,1,dg}H@LhDeeWeZX{iih@H@@,C=2(C=CC(C=1(N(N=C(C=1)CO)C))=CC=2),1,OH,CDCl3,7.26,250.131544655141
1055,1,foAp@@@PTeLsvjxXYtuTDDH@@,C=1(C=C(C=CC=1)C2(=NN(C(=C2)CNC)C)),1,NH,CDCl3,7.26,250.131544655141
1056,1,foA`Q@IHpZpHb@QdTabRfR`eF]K@DTq@@@,C2(=CC=1(OCC(NC=1C=C2(S(Cl)(=O)=O))=O)),1,NH,Acetone,2.04,250.131544655141
1058,1,dg}D`FD{@HrQQJEIZEPsTkSST@@,N2(C(=CC(C1(=CC=CS1))=N2)C(O)=O)(C),1,OH,DMSO,2.5,250.131544655141
1059,1,fhia`@J@DGIDeddhdhRTlzjjh@J`@@,C=1(C=C(C=CC=1)CO)(OCCN2(CCOCC2)),1,OH,CDCl3,7.26,250.131544655141
1062,1,dig@@@sdiUwBZZj@@,N1(C=NC=C1(CNC))(C),1,NH,CDCl3,7.26,250.131544655141
1065,1,dk]H@NdDee[mX]N`BJT`@,C2(=CC(N1(C=CC=N1))=CC=C2)(CO),1,OH,CDCl3,7.26,250.131544655141
1067,1,dg~H@CCIEDhTldURmR`AU@@@,C2(C=1(C=CC(CNC)=CC=1))(=CC=CO2),1,NH,CDCl3,7.26,250.131544655141
1070,1,dg}H@JLDiWVUbk[jj`BH@@,C=1(C(=CC(=CC=1)CN2(CCOCC2))N),1,NH2,CDCl3,7.26,250.131544655141
1071,1,f`qQ@@JNAdbRrTRTJISQjjh@Jh@@,C=2(C=C(CN1(CCOCC1))C=CC=2)(CNC),1,NH,CDCl3,7.26,250.131544655141
1072,1,dk\L@@RTfvYWz]MjdHB@@,O1(C=2(C=CC=CC=2(C(=C1)CC(=O)O))),1,OH,DMSO,2.5,250.131544655141
1073,1,dmM@@@UJf]|fFZ`PJ@@,C1(=C2(N(C=CC2(=CC(=C1)N))C)),1,NH2,DMSO,2.5,250.131544655141
1076,1,fhiP`@JA@KIDeddhdhRTlzjjh@J`@@,C=1(C=C(C=CC=1)CN)(OCCN2(CCOCC2)),1,NH2,CDCl3,7.26,250.131544655141
1078,1,dg@@@p|dTRbfVMBnaAQUQ@@,N2(C1(=C(C=CC=N1)CNC))(CCCC2),1,NH,CDCl3,7.26,250.131544655141
1079,1,dg}@@@MJeWmZnvzjh@b@@,C2(CCCN(CC1(=CC=CC(=C1)N))C2),1,NH2,CDCl3,7.26,250.131544655141
1080,1,dg}@@@mJeWm^ntzjh@J@@,C=2(C=C(CN1(CCCCC1))C=CC=2N),1,NH2,CDCl3,7.26,250.131544655141
1083,1,dcnL@HCiReem\i]iffjP@,C=2(C=C(C1(=CC=CO1))ON=2)(CO),1,OH,CDCl3,7.26,250.131544655141
1084,1,dco@@@iTifUWJGYB`h`@@,C1(=CC=C2(N(C(=NC2(=C1))CN)C)),1,NH2,CDCl3,7.26,250.131544655141
1086,1,dcm@@@WIHhddXwSmPTDP@@,C=1(C=C(N)C=CC=1)(N2(CCCC2)),1,NH2,CDCl3,7.26,250.131544655141
1091,1,dieH@LDLdTTNrjYj`@,O1(C(C)=NC(=C1(C))CN),1,NH2,CDCl3,7.26,250.131544655141
1093,1,dclD@@uJYU_rnf`Pbh@@,O1(C=2(C=CC=CC=2(C(=C1)CCO))),1,OH,CDCl3,7.26,250.131544655141
1103,1,foAQ@@J\AdRbbatRUNV]TmT@D@@@,N2(C1(=CC=CC=C1))(N=C(C(=C2C)CO)C),1,OH,CDCl3,7.26,250.131544655141
1104,1,dk^@`C@HRe^UwBeZV@Bh@@,C1(=CC(=CS1)C2(=CC=C(C=C2)CN)),1,NH2,CDCl3,7.26,250.131544655141
1106,1,foA@`@@VRfYeUyFtz`@`B@@@,C=2(C=C(C(OC1(=CC=CC=C1))=CC=2)CO),1,OH,CDCl3,7.26,250.131544655141
1111,1,dk^H@CCIEEHhjbi]hJbB`@@,C2(=CC=CC=1(CC(OC=12)(C)C))(CN),1,NH2,CDCl3,7.26,250.131544655141
1112,1,dcNDpDWPbJdNbLbbTTjcC@QDp@@,C=1(C(=NC(=C(C=1)F)Cl)Cl)(C(=O)O),1,OH,DMSO,2.5,250.131544655141
1114,1,foAP`@AFAcIEEDUDebTlziZ``H@@,O2(C(=CC=C2(OC1(=CN=CC=C1)))CNC),1,NH,CDCl3,7.26,250.131544655141
1117,1,dig@@@`\dTTUrijjP@,N1(N=C(C)C=C1(CN))(C),1,NH2,CDCl3,7.26,250.131544655141
1119,1,dk_@@@bTif]UrevZhHH@@,C12(=CC=CC=C2(N(N=C1(CNC))C)),1,NH,CDCl3,7.26,250.131544655141
1120,1,foAQ@@JVAdbRrbRaQJJuUT@ET@@@,C1(COCCN1C=2(C=CC=C(C=2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1123,1,gOtHEQVILj[Ru@@,N1(C(=NC(=C1)I)C),1,NH,DMSO,2.5,250.131544655141
1127,1,dk]@@@uJf]}RXYjA@j`@@,C=2(C=C(C=C1(C=CN(C1=2)C))CNC),1,NH,CDCl3,7.26,250.131544655141
1137,1,dk_H@NdpRVUnuatz@HiR@@,C2(=CC(=CC(N1(C=NC=N1))=C2)CO),1,OH,CDCl3,7.26,250.131544655141
1140,1,dg}H@ILDee]YVx{h@JiR@@,C1(=CC(=CC=C1CN2(C=NC=C2))CO),1,OH,CDCl3,7.26,250.131544655141
1145,1,dk]D@FDCrQQJFHhjEZefji@@,N2(N=C(C=C2(C1(=CC=CO1)))CO)(C),1,OH,CDCl3,7.26,250.131544655141
1153,1,fhiPc@JL|DD`bPqHYEHXeDddipUgUSUA@p@@@,C=2(C=C1(N=C(N(CC(O)=O)C1=CC=2)C(F)(F)F)),1,OH,DMSO,2.5,250.131544655141
1154,1,flePc@JLbdD`bPqHYEHXeDddbipUgUSUAAS@@@,C=2(C=C1(N=C(C(F)(F)F)N(CCCC(O)=O)C1=CC=2)),1,OH,DMSO,2.5,250.131544655141
1164,1,dgH@JzprQIYQIPeR{UT@EP@@,C1(=CC(=NC(=C1)N2(CCOCC2))CN),1,NH2,CDCl3,7.26,250.131544655141
1167,1,dk^D@IADfyegEYuhBHX`@,C=2(C1(=C(C=CN1C)C(C(O)=O)=CC=2)),1,OH,DMSO,2.5,250.131544655141
1180,1,foAQ@@JN@eJzsJdhZuUTAAP@@,C=1(C(=C(C=CC=1)CN2(CCOCC2))CN),1,NH2,CDCl3,7.26,250.131544655141
1181,1,foAA`@@HXdwL|klEYsSTa@P@@,O1(C(C)=CC(=C1C=2(C=CC=CC=2))C(=O)O),1,OH,DMSO,2.5,250.131544655141
1185,1,f`qa@@G@RfYU_tVeFh@@@j@@@,C=1(C=C(C=CC=1)OC2(=CC=C(C=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1188,1,dg}@@@OIHhdd\dwRmPTAU@@@,C=2(N1(CCCC1))(C=CC(CNC)=CC=2),1,NH,CDCl3,7.26,250.131544655141
1191,1,dg|`@@bcrQQJEJEETkMP@UH@@,C2(=CC(=CC(N1(N=CN=C1))=C2)CNC),1,NH,CDCl3,7.26,250.131544655141
1193,1,dg~@`C@HrQQJEJEETkTh@UP@@,S1(C(=CC=C1)C2(=CC=CC(=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1195,1,dg~H@CCIEDhThTURmR`AU@@@,O1(C(=CC=C1)C=2(C=C(C=CC=2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1201,1,dcn@`E@HRe^UlJ]iX@b@@,S2(C=C(C1(=CC(=CC=C1)N))C=C2),1,NH2,CDCl3,7.26,250.131544655141
1208,1,dcMD`HHY@HReg{\jfZZh@@,S1(C(=C(C(OCC)=O)C(=N1)C)N),1,NH2,DMSO,2.5,250.131544655141
1211,1,dk^H@CCIEDhThRjUjT@J`@@,C2(C=1(C=C(C=CC=1)CN))(=CC=CO2),1,NH2,CDCl3,7.26,250.131544655141
1212,1,dg|L@@RTfyegQt{ZBBRa@@,C=2(C1(=CC=CO1))(C(C(O)=O)=CC=CC=2),1,OH,DMSO,2.5,250.131544655141
1215,1,dmNH@AAIYegiEV@bD`@,C=1(C=O)(C2(=C(C=CC=1)NC=C2)),1,NH,DMSO,2.5,250.131544655141
1217,1,dk^@`C@HrQQJEJDjeZe@Bh@@,S1(C(=CC=C1)C2(=CC=CC(=C2)CN)),1,NH2,CDCl3,7.26,250.131544655141
1220,1,dg|D`Cl@aJUyV{BgZV@HZ@@,S1(C=C(C=C1)C=2(C=C(C=CC=2)C(O)=O)),1,OH,DMSO,2.5,250.131544655141
1225,1,f`qa`@M@QIInUue^B]yh@J@@@@@,C=2(C=NC(OC1(=CC=C(C=C1)C(=O)O))=CC=2),1,OH,DMSO,2.5,250.131544655141
1227,1,dg|D@@OIEEEDTdU[]RpPQ@@@,O1(C(=CC(=C1C=2(C=CC=CC=2))CO)C),1,OH,CDCl3,7.26,250.131544655141
1232,1,dk\`@@rSrQQQQEZitp`jJb@@,C2(=C(N=C(N1(CCNCC1))C=N2)C),1,NH,CDCl3,7.26,250.131544655141
1234,1,fbmPB@LJ@DYHhihddhed\TLENZY`h@`B@@@,C=1(C=C(C=CC=1)C3(=C(SC(C2(=CC=CC=C2))=N3)CNC)),1,NH,CDCl3,7.26,250.131544655141
1236,1,foAP`@EZ@aInUuexJsf`@jeH@@,C=2(C(CN1(C=CC=N1))=CC=C(C(=O)O)C=2),1,OH,DMSO,2.5,250.131544655141
1242,1,dk^H@CCIEDhXdbi]jTBB`@@,C=2(C1(=CC=CO1))(C(CN)=CC=CC=2),1,NH2,CDCl3,7.26,250.131544655141
1246,1,dg}@@@oIHdcDedUKmUP@U@@@,C=1(C(=CC=C(CN)C=1)CN2(CCCC2)),1,NH2,CDCl3,7.26,250.131544655141
1247,1,dk_@@@i\dTTRRQravPhJJ@@,C2(=CC=CC=1(N=C(N(C=12)C)CNC)),1,NH,CDCl3,7.26,250.131544655141
1248,1,dk]@@@wIEDhlTjxY@@@j@@@,C1(=CN=C2(C=CC(=CC2(=C1))CNC)),1,NH,CDCl3,7.26,250.131544655141
1249,1,dmO@@@qTie_\kaZfVj@@,C=1(C(=CN2(C=CN=C2(C=1)))CN),1,NH2,CDCl3,7.26,250.131544655141
1250,1,dg@@@WTjYU^~VSjB`hh@@,C=2(C=CC(N1(CCN(CC1)C))=CC=2N),1,NH2,CDCl3,7.26,250.131544655141
1253,1,dk_@@@p|dTRbrQhYTHJJh`@,C2(=CN=C(N1(CCCC1))C=C2(CN)),1,NH2,CDCl3,7.26,250.131544655141
1256,1,dif@`F@HRf]\jfZh@@,S1(C=C(C)C=C1(CNC)),1,NH,CDCl3,7.26,250.131544655141
1257,1,f`qP`@FZ@cHideEEDcKSoMUTC@P@@,C=2(C=C1(N=C(N(C1=CC=2)CCCC(O)=O)C)),1,OH,DMSO,2.5,250.131544655141
1259,1,foAq@@J\lCIDeeDeBbTUjjh@Jh@@,C=1(C=CC(=NC=1CNC)N2(CCOCC2)),1,NH,CDCl3,7.26,250.131544655141
1263,1,dcnH@ECIEDhThUSmR`DP@@,C2(C=1(C=C(C=CC=1)N))(=CC=CO2),1,NH2,CDCl3,7.26,250.131544655141
1265,1,dk]@@@OIHhdhbfy]jBbB`@@,C1(=CC=CC=C1(CN))(N2(CCCC2)),1,NH2,CDCl3,7.26,250.131544655141
1280,1,daFH@NCIEDceTsT@@,O1(C(C)=C(C=C1)CN),1,NH2,CDCl3,7.26,250.131544655141
1281,1,dg~H@ICHeDeBhdwG]@AUTP@@,C(N1(CCCC1))C=2(C=C(C=CC=2)CO),1,OH,CDCl3,7.26,250.131544655141
1282,1,dg}@@@oIHdcDeBUKmUP@U@@@,C(N1(CCCC1))C=2(C=C(CN)C=CC=2),1,NH2,CDCl3,7.26,250.131544655141
1284,1,dk_@@@`tigyWrevZh@I@@,C=2(C(CN1(C=CC=N1))=CC=C(N)C=2),1,NH2,CDCl3,7.26,250.131544655141
1285,1,f`qa@@G@rQQQIISGBtju@@@QP@@@,C=1(C=C(C=CC=1)OC2(=CC=CC(=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1290,1,foA``@L@]dbbbRRqPmJMP@@AP@@@,C=1(C=NC(=CC=1)OC2(=CC=C(C=C2)CO)),1,OH,CDCl3,7.26,250.131544655141
1292,1,dkmH@FdDiee~EZB`b`@@,C=1(C=CC=CC=1OCCN(C)C)(N),1,NH2,CDCl3,7.26,250.131544655141
1299,1,dk^@`C@HrQIZIJGBeZV@Bh@@,S1(C=CC(=C1)C=2(C=C(C=CC=2)CN)),1,NH2,CDCl3,7.26,250.131544655141
1300,1,digH@J[`RVYZyfih@@,N1(N=CC(C=O)=C1(N))(C),1,NH2,DMSO,2.5,250.131544655141
1301,1,foA`b@JBd@HrQQQJFEKEKNiff@B@@@,C=2(C=C(C1(=C(C(O)=O)SC(C)=N1))C=CC=2),1,OH,DMSO,2.5,250.131544655141
1303,1,dk^H`Ix@cIEEEBdbi]jVfjd@@,S2(C(=CC=C2(C=1(OC=CC=1)))CNC),1,NH,CDCl3,7.26,250.131544655141
1307,1,foA@P@@HHIInUvUYrsfij`@P@@,O1(C(=CC=C1OC2(=CC=CC=C2))C(=O)O),1,OH,DMSO,2.5,250.131544655141
1308,1,foAqB@JLTPDQdTTTqTRSAV]AAD@@@@@,C2(C1(=CC=CC=N1))(=NC(=C(Cl)C(=N2)O)C),1,OH,DMSO,2.5,250.131544655141
1315,1,dcnH@NAIYVyXYv`BJa@@,C=1(C(=CC=2(N(C=CC=2(C=1))C))CO),1,OH,CDCl3,7.26,250.131544655141
1317,1,dk]@@@uJf]wRXYjA@j`@@,C1(=C(CNC)C=C2(N(C=CC2(=C1))C)),1,NH,CDCl3,7.26,250.131544655141
1318,1,dk^H@JAIYeg^WShHJJH@@,C1(=CC=CC=C1(CO))(N2(CCCC2)),1,OH,CDCl3,7.26,250.131544655141
1319,1,dcm@@@GIHhdhjwKmPU@P@@,N1(CCCC1)(C=2(C=CC=CC=2N)),1,NH2,CDCl3,7.26,250.131544655141
1320,1,dg}@@@OIHhdhbbwKmPTPU@@@,N1(CCCC1)(C=2(C=CC=CC=2CNC)),1,NH,CDCl3,7.26,250.131544655141
1322,1,dcnH@AAIYegzQV`Hab@@,C=2(C1(=C(C=CN1C)C(CO)=CC=2)),1,OH,CDCl3,7.26,250.131544655141
1325,1,f`qQ@@LNAdbbbRRqREiQj@@@J`@@,C=2(C=NC(OC1(=CC=C(C=C1)CNC))=CC=2),1,NH,CDCl3,7.26,250.131544655141
1327,1,dkmH@ALDieUyzZBBJ`@@,C=1(C=C(C=CC=1(OCCN(C)C))N),1,NH2,CDCl3,7.26,250.131544655141
1330,1,dmM@`JT@cIEEDblhYhF@h@@,C=1(C(N)=CC2(=C(C=1)N=C(S2)C)),1,NH2,CDCl3,7.26,250.131544655141
1332,1,foAp@@@PleLJzxhkTuP@UH@@,C=2(C(CN1(C=CC=N1))=CC=C(CNC)C=2),1,NH,CDCl3,7.26,250.131544655141
1333,1,dk_@@@cTigyVreNZh@a@@,C=2(C(CN1(C=CC=N1))=CC(N)=CC=2),1,NH2,CDCl3,7.26,250.131544655141
1334,1,foAp@@@PmdbbvbRaVJJuMT@ER@@@,C2(=CC=C(CNC)C=C2(CN1(C=CC=N1))),1,NH,CDCl3,7.26,250.131544655141
1341,1,foAa@@C@rQQQQEIXeMVjVBBJ@@@,O1(C(C)=CC(=C1C=2(C=CC=CC=2))CNC),1,NH,CDCl3,7.26,250.131544655141
1344,1,dk\BPJe]CDPHRYYUdfdzZjff@@,S2(C(C(O)=O)=C1(C(OCCO1)=C2(Br))),1,OH,DMSO,2.5,250.131544655141
1346,1,f`qa@@O@RfUYywbkNhH@BB@@@,C(OC1(=CC=CC=C1))C2(=C(CN)C=CC=C2),1,NH2,CDCl3,7.26,250.131544655141
1354,1,dg~D`MrpqDenUmqgSi`@jR@@,C=1(C=CC=2(NC(CC=2(C=1))=O))(C(CBr)=O),1,NH,DMSO,2.5,250.131544655141
1355,1,f`q@`@@^RfUYywbkNhH@BB@@@,C(OC1(=CC=CC=C1))C2(=C(CO)C=CC=C2),1,OH,CDCl3,7.26,250.131544655141
1356,1,f`qp@@@J|eSJjo|cJuTEAQTP@@,C=1(C=CC(CN)=CC=1)(N2(CCCN(CC2)C)),1,NH2,CDCl3,7.26,250.131544655141
1357,1,dmNH`ED@cIEDeh\kaifjjab@@,S1(C2(=C(C=C1)C(OCC2)CN)),1,NH2,CDCl3,7.26,250.131544655141
1358,1,fhypB@FZBBHRYVu^UirRoA`@@Jj``@@,C2=3(C(N1(CCNCC1))=CC=NC2=CC(Cl)=CC=3),1,NH,CDCl3,7.26,250.131544655141
1361,1,dg~H`JD@cIEEDcLeeG]Lu@A@@@,C=1(C=C(C=CC=1)C2(=C(CO)SC(C)=N2)),1,OH,CDCl3,7.26,250.131544655141
1363,1,dcO@@@KTeUYU]zj@@@@,N#CCCNCC1(=CC=NC=C1),1,NH,CDCl3,7.26,250.131544655141
1369,1,dcm@@@uJf]wIafhDBh@@,C=1(C(=CC=2(N(C=CC=2(C=1))C))CN),1,NH2,CDCl3,7.26,250.131544655141
1377,1,dk^DPEjPqDBDfVUWIivfjji`@,S2(C(=C1(C(OCCO1)=C2(CNC)))Br),1,NH,CDCl3,7.26,250.131544655141
1380,1,dmvHpEhIAICICHiCDenFjfjP@,O1(C(=CC=C1(C(F)(F)F))CN),1,NH2,CDCl3,7.26,250.131544655141
1384,1,dk^D@AADfyVyzUMh@bhP@,C=1(C(C(O)=O)=CC=2(N(C=CC=2(C=1))C)),1,OH,DMSO,2.5,250.131544655141
